original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
The Whistle Blower,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,25720,tt0092206,en,A war veteran tries to investigate the murder of his son who was working as a Russian translator for the British intelligence service during the Cold War. He meets a web of deception and paranoia that seems impenetrable...,3.098412,/8FusT17mmswNeuUR8QdZjqifPC.jpg,"[{'name': 'Portreeve', 'id': 4412}, {'name': 'U.K. Productions Entity', 'id': 20657}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1986-11-21,0.0,100.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The Whistle Blower,False,6.1,13.0
Catch Me If You Can,False,,52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",https://www.facebook.com/CatchMeIfYouCanMovie,640,tt0264464,en,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",19.833077,/MywWCQGJNUr5kivAQ7eseCG7rm.jpg,"[{'name': 'Kemp Company', 'id': 367}, {'name': 'Splendid Pictures', 'id': 368}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-12-25,352114312.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The true story of a real fake.,Catch Me If You Can,False,7.7,3917.0
The Pianist,False,,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",http://www.thepianistmovie.com/,423,tt0253474,en,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,14.811594,/iunmxWkOi7Vk17Ob3G2HwwjgHsr.jpg,"[{'name': 'Bac Films', 'id': 208}, {'name': 'Canal+Polska', 'id': 250}, {'name': 'Heritage Films', 'id': 260}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Agencja Produkcji Filmowej', 'id': 266}, {'name': 'Beverly Detroit', 'id': 267}, {'name': 'FilmFernsehFonds Bayern', 'id': 268}, {'name': 'Filmboard Berlin-Brandenburg (FBB)', 'id': 269}, {'name': 'Mainstream S.A.', 'id': 271}, {'name': 'R.P. Productions', 'id': 355}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Telewizja Polska (TVP)', 'id': 19150}, {'name': 'Runteam', 'id': 31087}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2002-09-24,120072577.0,150.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Music was his passion. Survival was his masterpiece.,The Pianist,False,8.1,1927.0
The King of Comedy,False,,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,262,tt0085794,en,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",9.093411,/pbAqLKoLydP7jl6P0vmYwlDtRPD.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Embassy International Pictures', 'id': 10214}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-12-18,0.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's No Laughing Matter.,The King of Comedy,False,7.6,306.0
Confessions of a Dangerous Mind,False,,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,4912,tt0270288,en,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",11.331072,/o3Im9nPLAgtlw1j2LtpMebAotSe.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Allied Filmmakers', 'id': 1755}, {'name': 'Mad Chance', 'id': 1757}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-12-30,33013805.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some things are better left top secret.,Confessions of a Dangerous Mind,False,6.6,281.0
Chaos,False,,0,"[{'id': 18, 'name': 'Drama'}]",,44164,tt0265116,fr,"A bourgeois couple, modern yet conventional. One night by accident, a young prostitute barges into their lives. Hounded down, beaten up, threatened, she will continue to struggle, with the help of a well off lady, first for her survival-her resurrection-then for her dignity and freedom. Stormy encounters for everyone involved.",0.405032,/4ztFl82Bo0GejLIDEkibU94dybK.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2001-10-03,0.0,109.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Chaos,False,6.1,9.0
Final Destination 2,False,"{'id': 8864, 'name': 'Final Destination Collection', 'poster_path': '/mZUyhsfIthTl5rfdeSox702Ircr.jpg', 'backdrop_path': '/y3aWOInifbGKXM34KjtcMITrZRZ.jpg'}",26000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,9358,tt0309593,en,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",12.638573,/2Tj8YJJuahzwUbdYDgydYX4Yj4Y.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Zide-Perry Productions', 'id': 3169}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-01-31,90426405.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Death is like a boomerang. it keeps coming back,Final Destination 2,False,5.9,1046.0
The Life of David Gale,False,,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,11615,tt0289992,en,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,9.930326,/pwwDzbmTErcUFUPCV2fGSlHm4WP.jpg,"[{'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Dirty Hands Productions', 'id': 81128}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-02-21,38955598.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The crime is clear. The truth is not.,The Life of David Gale,False,7.3,497.0
Cradle 2 the Grave,False,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,10623,tt0306685,en,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",8.364587,/v8iPcn54TNsSPabD9ZYQVQUWbXk.jpg,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-02-28,56489558.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Mortal enemies make dangerous friends.,Cradle 2 the Grave,False,5.8,242.0
Basic,False,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,10782,tt0264395,en,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,14.327717,/9Q2SBtfA3pceh5rjB8CfQImY78H.jpg,"[{'name': 'Intermedia Films', 'id': 763}, {'name': 'Krane Entertainment', 'id': 25358}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-04-18,42792561.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Deception is their most deadly weapon.,Basic,False,6.2,290.0
Phone Booth,False,,13000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,1817,tt0183649,en,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",9.142772,/xIaUpPok8WFnr79EAvgtGsIaJzV.jpg,"[{'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-09-09,97837138.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sw', 'name': 'Kiswahili'}]",Released,No options. No lies. No fear. No deals. Just keep talking.,Phone Booth,False,6.7,1087.0
House of 1000 Corpses,False,"{'id': 105625, 'name': 'House of 1000 Corpses Collection', 'poster_path': '/7xpo52YDhHNFG5qdrLxhG58k0ke.jpg', 'backdrop_path': '/osLewbX6FJMy1iUcNHm6hoiNH0j.jpg'}",7000000,"[{'id': 27, 'name': 'Horror'}]",http://robzombie.com/movies/house-of-1000-corpses/,2662,tt0251736,en,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,11.00913,/rfkyA9ZQt07Lnn09QKcfDYBYoem.jpg,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Spectacle Entertainment Group', 'id': 10370}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-04-11,16829545.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll never get out alive.,House of 1000 Corpses,False,6.0,310.0
Confidence,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,10743,tt0310910,en,"What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.",6.959638,/tYLBs9gB7MjShvj7CJK62fkHpE.jpg,"[{'name': 'Cinerenta Medienbeteiligungs KG', 'id': 995}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Ignite Entertainment', 'id': 4131}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-04-25,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's not about the money. It's about the money.,Confidence,False,6.4,127.0
Bruce Almighty,False,"{'id': 124949, 'name': 'Almighty Collection', 'poster_path': '/Abh0z1zf7yYoH8sGLvMIvdNG6gA.jpg', 'backdrop_path': '/qKuR7BpBLTcISNWgxKQmXnYYJFX.jpg'}",80000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",http://www.brucealmighty.com/,310,tt0315327,en,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",15.947524,/y5TEe8Qbgn91dwqVm9FqE2PEL4Q.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Shady Acres Entertainment', 'id': 159}, {'name': 'Pit Bull Productions', 'id': 160}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-05-23,484572835.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In Bruce we trust,Bruce Almighty,False,6.4,3121.0
The Italian Job,False,,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",http://www.italianjobmovie.com/,9654,tt0317740,en,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",13.995044,/jNRCNX1uDiUf6mteFxOBn30wL8Q.jpg,"[{'name': 'De Line Pictures', 'id': 2609}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-05-30,176070171.0,110.0,"[{'iso_639_1': 'uk', 'name': 'Український'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Get in. Get out. Get even.,The Italian Job,False,6.6,1949.0
Barton Fink,False,,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,290,tt0101410,en,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,8.387026,/e0YvBTPwIL6Jb29glF3LE9n8GH2.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Circle Films', 'id': 11273}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-08-01,6153939.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's only one thing stranger than what's going on inside his head. What's going on outside.,Barton Fink,False,7.4,450.0
The Private Life of Sherlock Holmes,False,,10000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,5185,tt0066249,en,"Director Billy Wilder adds a new and intriguing twist to the personality of intrepid detective Sherlock Holmes. One thing hasn't changed however: Holmes' crime-solving talents. Holmes and Dr. Watson take on the case of a beautiful woman whose husband has vanished. The investigation proves strange indeed, involving six missing midgets, villainous monks, a Scottish castle, the Loch Ness monster, and covert naval experiments. Can the sleuths make sense of all this and solve the mystery",4.127728,/kXQyyBNbxzfS76IYtmzb0pEJCSX.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Mirisch Production Company', 'id': 11579}, {'name': 'Mirisch Films', 'id': 14829}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1970-10-29,1500000.0,125.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The Private Life of Sherlock Holmes. Anything But Elementary.,The Private Life of Sherlock Holmes,False,6.9,61.0
American Splendor,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.newline.com/properties/americansplendor.html,2771,tt0305206,en,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,7.05435,/qIJHt9PO13mAuFnHgrJUAq5p8Bf.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-08-15,6003587.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ordinary life is pretty complex stuff,American Splendor,False,7.1,121.0
Tremors,False,"{'id': 91799, 'name': 'Tremors Collection', 'poster_path': '/dCeNEdBgkpXMIAndv02JI3DXzKj.jpg', 'backdrop_path': '/87K8X2WixRlR3LxzeydW83N7nM0.jpg'}",11000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",,9362,tt0100814,en,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",15.750026,/kv9ct0Nn6VX43uYSsqfyKwRalUC.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'No Frills Film Production', 'id': 3851}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-01-19,48572000.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The monster movie that breaks new ground.,Tremors,False,6.6,882.0
Commando,False,,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,10999,tt0088944,en,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",10.193652,/ggVVcXvlLqFOK6lEkD8G2aDarDb.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'SLM Production Group', 'id': 396}, {'name': 'Silver Pictures', 'id': 1885}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-10-03,57500000.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Somewhere... somehow... someone's going to pay.,Commando,False,6.4,753.0
The Battle of Shaker Heights,False,,1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,21413,tt0357470,en,"A quirky teen with a penchant for war reenactments, Kelly Ernswiler obsesses over military tactics with his buddy Bart. The school bully is one of Kelly's regular headaches, and he also has to deal with a frustrating situation at home, where his father is a recovering drug addict. Kelly's life gets even more complicated when he falls for Tabby, Bart's pretty and soon-to-be-wed older sister.",10.536668,/q9SNvRtmmJ19CsFCqQwZ9fBZNuN.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'LivePlanet', 'id': 7161}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-08-22,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When you're 17, every day is war.",The Battle of Shaker Heights,False,5.6,17.0
